10347.00,1.00,0.87,0.45,0.00,-2.80,0.00,0.00,0.00,91.00,-1.65,0.00,-0.00,
10368.00,1.00,0.76,0.45,0.00,-2.92,0.00,0.00,0.00,91.00,0.18,0.00,-0.00,
10390.00,1.00,0.62,0.45,0.00,-3.04,0.00,0.00,0.00,91.00,0.81,0.00,-0.00,
10411.00,1.00,0.46,0.45,0.00,-3.16,0.00,0.00,0.00,91.00,0.51,0.00,-0.00,
10432.00,1.00,0.28,0.45,0.00,-3.26,0.00,0.00,0.00,91.00,0.53,0.00,-0.00,
10453.00,1.00,0.10,0.45,0.00,-3.37,0.00,0.00,0.00,91.00,0.43,0.00,-0.00,
10474.00,1.00,-0.08,0.45,0.00,-3.49,-0.11,0.00,0.00,91.00,0.38,0.00,-0.00,
10495.00,1.00,-0.23,0.45,0.00,-3.54,-0.11,0.00,0.00,91.00,0.24,0.00,-0.00,
10516.00,1.00,-0.26,0.45,0.00,-3.69,-0.11,0.00,0.00,91.00,0.37,0.00,-0.00,
10537.00,1.00,-0.24,0.45,0.00,-3.84,-0.11,0.00,0.00,91.00,0.31,0.00,-0.00,
10558.00,1.00,-0.21,0.45,0.00,-3.95,-0.11,0.00,0.00,91.00,0.38,0.00,-0.00,
10579.00,1.00,-0.19,0.45,0.00,-3.99,-0.11,0.00,0.00,91.00,0.34,0.00,-0.00,
10600.00,1.00,-0.18,0.45,0.00,-4.00,-0.11,0.00,0.00,91.00,0.52,0.00,-0.00,
10621.00,1.00,-0.15,0.45,0.00,-4.02,-0.11,0.00,0.00,91.00,0.54,0.00,0.00,
10642.00,1.00,-0.11,0.45,0.00,-4.04,-0.11,0.00,0.00,91.00,0.57,0.00,0.00,
10663.00,1.00,-0.07,0.45,0.00,-4.07,-0.11,0.00,0.00,91.00,0.53,0.00,0.00,
10684.00,1.00,-0.03,0.45,0.00,-4.09,-0.11,0.00,0.00,91.00,0.68,0.00,0.00,
10705.00,1.00,-0.00,0.45,0.00,-4.10,-0.11,0.00,0.00,91.00,1.24,0.00,0.00,
10726.00,1.00,-0.01,0.45,0.00,-4.09,-0.11,0.00,0.00,91.00,1.45,0.00,0.00,
10747.00,1.00,-0.04,0.45,0.00,-4.08,-0.11,0.00,0.00,91.00,1.56,0.00,0.00,
10768.00,1.00,-0.09,0.45,0.00,-4.07,-0.11,0.00,0.00,91.00,1.61,0.00,0.01,
10789.00,1.00,-0.22,0.45,0.00,-4.09,-0.11,0.00,0.00,91.00,1.51,0.00,0.01,
10810.00,1.00,-0.40,0.45,0.00,-4.15,-0.11,0.00,0.00,91.00,1.56,0.00,0.00,
10831.00,1.00,-0.59,0.45,0.00,-4.22,-0.11,0.00,0.00,91.00,1.63,0.00,0.00,
10852.00,1.00,-0.78,0.45,0.00,-4.28,-0.11,0.00,0.00,91.00,1.60,0.00,0.00,
