10348.00,1.00,3.27,0.22,0.00,-10.19,-0.11,0.00,0.00,91.00,-2.05,0.00,-0.00,
10369.00,1.00,3.20,0.22,0.00,-10.17,-0.11,0.00,0.00,91.00,-0.82,0.00,-0.00,
10390.00,1.00,3.10,0.22,0.00,-10.09,-0.11,0.00,0.00,91.00,-0.53,0.00,-0.00,
10411.00,1.00,2.98,0.22,0.00,-9.98,-0.11,0.00,0.00,91.00,-0.28,0.00,-0.00,
10432.00,1.00,2.89,0.22,0.00,-9.81,-0.11,0.00,0.00,91.00,-0.16,0.00,-0.00,
10453.00,1.00,2.89,0.22,0.00,-9.62,-0.11,0.00,0.00,91.00,-0.29,0.00,-0.00,
10474.00,1.00,3.00,0.22,0.00,-9.45,-0.11,0.00,0.00,91.00,-0.22,0.00,-0.00,
10495.00,1.00,3.11,0.22,0.00,-9.23,-0.11,0.00,0.00,91.00,-0.28,0.00,-0.00,
10516.00,1.00,3.21,0.22,0.00,-9.01,-0.11,0.00,0.00,91.00,-0.12,0.00,-0.00,
10537.00,1.00,3.22,0.22,0.00,-8.70,-0.11,0.00,0.00,91.00,-0.20,0.00,-0.00,
10558.00,1.00,3.29,0.22,0.00,-8.45,-0.11,0.00,0.00,91.00,-0.27,0.00,-0.00,
10579.00,1.00,3.41,0.22,0.00,-8.26,-0.11,0.00,0.00,91.00,-0.27,0.00,-0.00,
10600.00,1.00,3.61,0.22,0.00,-8.18,-0.11,0.00,0.00,91.00,-0.15,0.00,-0.00,
10621.00,1.00,3.86,0.22,0.00,-8.08,-0.11,0.00,0.00,91.00,-0.25,0.00,-0.00,
10642.00,1.00,4.14,0.22,0.00,-8.00,-0.11,0.00,0.00,91.00,-0.34,0.00,-0.00,
10663.00,1.00,4.41,0.22,0.00,-7.92,-0.11,0.00,0.00,91.00,-0.47,0.00,-0.00,
10684.00,1.00,4.60,0.22,0.00,-7.91,-0.11,0.00,0.00,91.00,-0.22,0.00,-0.00,
10705.00,1.00,4.73,0.22,0.00,-7.76,-0.11,0.00,0.00,91.00,-0.30,0.00,-0.00,
10726.00,1.00,4.85,0.22,0.00,-7.67,-0.11,0.00,0.00,91.00,-0.24,0.00,-0.00,
