87879.00,93076.00,-0.11
93094.00,99343.00,-0.15
99354.00,105554.00,-0.12
105566.00,111721.00,-0.17
118503.00,123150.00,-0.15
123161.00,129234.00,-0.16
129245.00,135870.00,-0.09
135881.00,141128.00,-0.06
141139.00,147598.00,-0.12
147609.00,154004.00,-0.11
154015.00,160422.00,-0.10
172248.00,177154.00,-0.20
177165.00,183193.00,-0.15
183204.00,188834.00,-0.09
188845.00,194380.00,-0.15
201112.00,205697.00,-0.16
205709.00,210940.00,-0.18
210951.00,215861.00,-0.13
215872.00,220856.00,-0.13
220867.00,226228.00,-0.04
226240.00,233706.00,-0.15
233717.00,239455.00,-0.10
239466.00,245845.00,-0.11
252415.00,256869.00,-0.16
256880.00,264132.00,-0.11
271643.00,276637.00,-0.28
278001.00,282668.00,-0.12
282680.00,287928.00,-0.14
289243.00,294123.00,-0.12
308712.00,312958.00,-0.08
312969.00,318796.00,-0.18
323892.00,328854.00,-0.17
328865.00,335161.00,-0.16
335172.00,340952.00,-0.03
340963.00,347698.00,-0.04
354208.00,358356.00,-0.24
359862.00,364723.00,-0.06
364734.00,372199.00,-0.11
372210.00,378262.00,-0.11
383291.00,387798.00,-0.41
389408.00,394130.00,-0.14
396689.00,401073.00,-0.16
415764.00,420946.00,-0.29
420957.00,426161.00,-0.14
426172.00,432523.00,-0.14
444033.00,448766.00,-0.33
448777.00,454232.00,-0.16
454243.00,459556.00,-0.10
459567.00,466050.00,-0.09
472105.00,477536.00,-0.32
480200.00,485866.00,-0.18
501496.00,508114.00,-0.11
508125.00,514068.00,-0.10
514079.00,519844.00,-0.09
519855.00,526482.00,-0.08
536938.00,541496.00,-0.24
541507.00,548826.00,-0.11
548837.00,554605.00,-0.18
554617.00,561299.00,-0.09
561310.00,567427.00,-0.12
