19743.00,2.00,-49.84,0.45,90.00,6.83,-0.11,0.00,25.00,-52.77,-1.00,-4.28,0.00,-0.00,-0.44,0.00,
19765.00,2.00,-49.77,0.45,90.00,6.88,-0.11,0.00,25.00,-52.72,-1.00,-2.26,0.00,-0.01,-0.42,0.00,
19786.00,2.00,-49.70,0.45,90.00,6.92,-0.11,0.00,25.00,-52.68,-1.00,-0.99,0.00,-0.01,-0.42,0.00,
19807.00,2.00,-49.63,0.45,90.00,6.96,-0.11,0.00,25.00,-52.64,-1.00,-0.10,0.00,-0.02,-0.41,0.00,
19828.00,2.00,-49.56,0.45,90.00,7.00,-0.11,0.00,26.00,-52.60,-1.00,0.45,0.00,-0.02,-0.41,0.00,
19849.00,2.00,-49.50,0.45,90.00,7.04,-0.11,0.00,26.00,-52.56,-1.00,0.72,0.00,-0.02,-0.40,0.00,
19870.00,2.00,-49.43,0.45,90.00,7.08,-0.11,0.00,26.00,-52.52,-1.00,0.93,0.00,-0.03,-0.39,0.00,
19891.00,1.00,-49.36,0.45,0.00,7.12,-0.11,0.00,0.00,-52.47,-1.00,1.06,0.00,-0.03,-0.39,0.00,
19912.00,1.00,-49.30,0.45,0.00,7.16,-0.11,0.00,0.00,-52.43,-1.00,1.51,0.00,-0.03,-0.38,0.00,
19933.00,1.00,-49.24,0.45,0.00,7.20,-0.11,0.00,0.00,-52.38,-1.00,2.12,0.00,-0.04,-0.38,0.00,
19954.00,1.00,-49.17,0.45,0.00,7.24,-0.11,0.00,0.00,-52.33,-1.00,2.50,0.00,-0.04,-0.37,0.00,
19975.00,1.00,-49.09,0.45,0.00,7.29,-0.11,0.00,0.00,-52.29,-1.00,2.77,0.00,-0.04,-0.36,0.00,
19996.00,1.00,-49.01,0.45,0.00,7.33,-0.11,0.00,0.00,-52.25,-1.00,2.92,0.00,-0.04,-0.36,0.00,
20017.00,1.00,-48.93,0.45,0.00,7.37,-0.11,0.00,0.00,-52.21,-1.00,2.67,0.00,-0.05,-0.35,0.00,
20038.00,1.00,-48.86,0.45,0.00,7.41,-0.11,0.00,0.00,-52.16,-1.00,2.51,0.00,-0.05,-0.35,0.00,
20059.00,1.00,-48.81,0.45,0.00,7.44,-0.11,0.00,0.00,-52.12,-1.00,2.34,0.00,-0.05,-0.35,0.00,
20080.00,1.00,-48.75,0.45,0.00,7.48,-0.11,0.00,0.00,-52.07,-1.00,2.31,0.00,-0.05,-0.35,0.00,
20101.00,1.00,-48.68,0.45,0.00,7.52,-0.11,0.00,0.00,-52.03,-1.00,2.29,0.00,-0.06,-0.35,0.00,
20122.00,1.00,-48.60,0.45,0.00,7.56,-0.11,0.00,0.00,-51.98,-1.00,2.39,0.00,-0.06,-0.35,0.00,
20143.00,1.00,-48.52,0.45,0.00,7.60,-0.11,0.00,0.00,-51.94,-1.00,2.29,0.00,-0.06,-0.35,0.00,
20164.00,1.00,-48.45,0.45,0.00,7.64,-0.11,0.00,0.00,-51.89,-1.00,2.25,0.00,-0.06,-0.35,0.00,
20185.00,1.00,-48.39,0.45,0.00,7.68,-0.11,0.00,0.00,-51.85,-1.00,2.22,0.00,-0.07,-0.35,0.00,
20206.00,1.00,-48.33,0.45,0.00,7.71,-0.11,0.00,0.00,-51.80,-1.00,2.20,0.00,-0.07,-0.35,0.00,
20227.00,1.00,-48.26,0.45,0.00,7.75,-0.11,0.00,0.00,-51.76,-1.00,2.29,0.00,-0.07,-0.35,0.00,
20248.00,1.00,-48.19,0.45,0.00,7.79,-0.11,0.00,0.00,-51.71,-1.00,2.16,0.00,-0.07,-0.35,0.00,
20270.00,1.00,-48.12,0.45,0.00,7.83,-0.11,0.00,0.00,-51.66,-1.00,2.11,0.00,-0.07,-0.35,0.00,
20291.00,1.00,-48.05,0.45,0.00,7.86,-0.11,0.00,0.00,-51.62,-1.00,2.12,0.00,-0.07,-0.35,0.00,
20312.00,1.00,-47.98,0.45,0.00,7.90,-0.11,0.00,0.00,-51.57,-1.00,2.15,0.00,-0.08,-0.35,0.00,
20333.00,1.00,-47.92,0.45,0.00,7.93,-0.11,0.00,0.00,-51.53,-1.00,2.31,0.00,-0.08,-0.35,0.00,
20354.00,1.00,-47.85,0.45,0.00,7.97,-0.11,0.00,0.00,-51.48,-1.00,2.36,0.00,-0.08,-0.35,0.00,
20375.00,1.00,-47.78,0.45,0.00,8.01,-0.11,0.00,0.00,-51.44,-1.00,2.37,0.00,-0.08,-0.35,0.00,
20396.00,1.00,-47.69,0.45,0.00,8.05,-0.11,0.00,0.00,-51.39,-1.00,2.50,0.00,-0.08,-0.35,0.00,
20417.00,2.00,-47.60,0.45,90.00,8.09,-0.11,0.00,30.00,-51.35,-1.00,2.31,0.00,-0.09,-0.35,0.00,
20438.00,2.00,-47.53,0.45,90.00,8.13,-0.11,0.00,30.00,-51.30,-1.00,2.03,0.00,-0.09,-0.35,0.00,
20459.00,2.00,-47.46,0.45,90.00,8.17,-0.11,0.00,30.00,-51.26,-1.00,1.87,0.00,-0.09,-0.35,0.00,
20480.00,2.00,-47.39,0.45,90.00,8.21,-0.11,0.00,31.00,-51.21,-1.00,1.77,0.00,-0.09,-0.35,0.00,
20501.00,2.00,-47.31,0.45,90.00,8.25,-0.11,0.00,31.00,-51.17,-1.00,1.70,0.00,-0.09,-0.35,0.00,
20522.00,2.00,-47.24,0.45,90.00,8.29,-0.11,0.00,31.00,-51.12,-1.00,1.62,0.00,-0.09,-0.35,0.00,
20543.00,2.00,-47.17,0.45,90.00,8.32,-0.11,0.00,32.00,-51.08,-1.00,1.58,0.00,-0.09,-0.35,0.00,
20564.00,2.00,-47.10,0.45,90.00,8.36,-0.11,0.00,31.00,-51.03,-1.00,1.55,0.00,-0.10,-0.35,0.00,
20585.00,2.00,-47.04,0.45,90.00,8.39,-0.11,0.00,31.00,-50.99,-1.00,1.53,0.00,-0.10,-0.35,0.00,
20606.00,2.00,-46.96,0.45,90.00,8.43,-0.11,0.00,32.00,-50.94,-1.00,1.55,0.00,-0.10,-0.34,0.00,
20627.00,2.00,-46.89,0.45,90.00,8.46,-0.11,0.00,32.00,-50.89,-1.00,1.53,0.00,-0.10,-0.34,0.00,
20648.00,2.00,-46.82,0.45,90.00,8.50,-0.11,0.00,32.00,-50.85,-1.00,1.54,0.00,-0.10,-0.34,0.00,
20669.00,2.00,-46.75,0.45,90.00,8.53,-0.11,0.00,32.00,-50.80,-1.00,1.55,0.00,-0.10,-0.34,0.00,
20690.00,2.00,-46.68,0.45,90.00,8.57,-0.11,0.00,33.00,-50.75,-1.00,1.51,0.00,-0.10,-0.34,0.00,
20711.00,2.00,-46.60,0.45,90.00,8.61,-0.11,0.00,33.00,-50.70,-1.00,1.74,0.00,-0.10,-0.34,0.00,
20732.00,2.00,-46.52,0.45,90.00,8.64,-0.11,0.00,33.00,-50.66,-1.00,2.24,0.00,-0.10,-0.34,0.00,
20754.00,2.00,-46.45,0.45,90.00,8.68,-0.11,0.00,33.00,-50.61,-1.00,2.63,0.00,-0.11,-0.34,0.00,
20775.00,2.00,-46.38,0.45,90.00,8.72,-0.11,0.00,34.00,-50.56,-1.00,2.89,0.00,-0.11,-0.34,0.00,
20796.00,2.00,-46.31,0.45,90.00,8.75,-0.11,0.00,34.00,-50.51,-1.00,3.06,0.00,-0.11,-0.34,0.00,
20817.00,2.00,-46.25,0.45,90.00,8.78,-0.11,0.00,34.00,-50.46,-1.00,2.81,0.00,-0.11,-0.34,0.00,
20838.00,2.00,-46.19,0.45,90.00,8.82,-0.11,0.00,34.00,-50.42,-1.00,2.41,0.00,-0.11,-0.34,0.00,
20859.00,2.00,-46.12,0.45,90.00,8.85,-0.11,0.00,35.00,-50.37,-1.00,2.12,0.00,-0.11,-0.34,0.00,
20880.00,2.00,-46.04,0.45,90.00,8.89,-0.11,0.00,35.00,-50.32,-1.00,1.93,0.00,-0.11,-0.34,0.00,
20901.00,2.00,-45.95,0.45,90.00,8.92,-0.11,0.00,35.00,-50.27,-1.00,1.78,0.00,-0.11,-0.34,0.00,
20922.00,2.00,-45.87,0.45,90.00,8.96,-0.11,0.00,35.00,-50.22,-1.00,2.02,0.00,-0.11,-0.34,0.00,
20943.00,2.00,-45.80,0.45,90.00,8.99,-0.11,0.00,36.00,-50.18,-1.00,2.16,0.00,-0.11,-0.34,0.00,
20964.00,2.00,-45.73,0.45,90.00,9.03,-0.11,0.00,36.00,-50.13,-1.00,2.39,0.00,-0.12,-0.34,0.00,
20985.00,2.00,-45.66,0.45,90.00,9.06,-0.11,0.00,36.00,-50.08,-1.00,2.47,0.00,-0.12,-0.34,0.00,
21006.00,2.00,-45.58,0.45,90.00,9.09,-0.11,0.00,36.00,-50.03,-1.00,2.55,0.00,-0.12,-0.34,0.00,
21027.00,1.00,-45.50,0.45,0.00,9.13,-0.11,0.00,0.00,-49.98,-1.00,2.24,0.00,-0.12,-0.34,0.00,
21048.00,1.00,-45.43,0.45,0.00,9.17,-0.11,0.00,0.00,-49.93,-1.00,2.01,0.00,-0.12,-0.34,0.00,
21069.00,1.00,-45.35,0.45,0.00,9.20,-0.11,0.00,0.00,-49.88,-1.00,1.86,0.00,-0.12,-0.34,0.00,
21090.00,1.00,-45.28,0.45,0.00,9.24,-0.11,0.00,0.00,-49.83,-1.00,1.82,0.00,-0.12,-0.34,0.00,
21111.00,1.00,-45.20,0.45,0.00,9.27,-0.11,0.00,0.00,-49.78,-1.00,1.74,0.00,-0.12,-0.34,0.00,
21132.00,1.00,-45.11,0.45,0.00,9.31,-0.11,0.00,0.00,-49.73,-1.00,1.68,0.00,-0.12,-0.33,0.00,
21153.00,1.00,-45.03,0.45,0.00,9.34,-0.11,0.00,0.00,-49.68,-1.00,1.61,0.00,-0.12,-0.33,0.00,
21174.00,1.00,-44.96,0.45,0.00,9.38,-0.11,0.00,0.00,-49.63,-1.00,1.60,0.00,-0.12,-0.33,0.00,
21195.00,1.00,-44.88,0.45,0.00,9.42,-0.11,0.00,0.00,-49.58,-1.00,1.59,0.00,-0.13,-0.33,0.00,
21216.00,1.00,-44.81,0.45,0.00,9.45,-0.11,0.00,0.00,-49.53,-1.00,1.86,0.00,-0.13,-0.33,0.00,
21237.00,1.00,-44.73,0.45,0.00,9.48,-0.11,0.00,0.00,-49.48,-1.00,2.38,0.00,-0.13,-0.33,0.00,
21259.00,1.00,-44.65,0.45,0.00,9.52,-0.11,0.00,0.00,-49.44,-1.00,2.73,0.00,-0.13,-0.33,0.00,
21280.00,1.00,-44.57,0.45,0.00,9.55,-0.11,0.00,0.00,-49.39,-1.00,2.92,0.00,-0.13,-0.33,0.00,
21301.00,1.00,-44.49,0.45,0.00,9.58,-0.11,0.00,0.00,-49.34,-1.00,3.08,0.00,-0.13,-0.33,0.00,
21322.00,1.00,-44.41,0.45,0.00,9.62,-0.11,0.00,0.00,-49.29,-1.00,2.96,0.00,-0.13,-0.33,0.00,
21343.00,1.00,-44.33,0.45,0.00,9.66,-0.11,0.00,0.00,-49.25,-1.00,2.81,0.00,-0.13,-0.33,0.00,
21364.00,1.00,-44.25,0.45,0.00,9.69,-0.11,0.00,0.00,-49.19,-1.00,2.74,0.00,-0.13,-0.33,0.00,
21385.00,1.00,-44.18,0.45,0.00,9.72,-0.11,0.00,0.00,-49.15,-1.00,2.76,0.00,-0.13,-0.33,0.00,
21406.00,1.00,-44.11,0.45,0.00,9.75,-0.11,0.00,0.00,-49.10,-1.00,2.88,0.00,-0.13,-0.33,0.00,
21427.00,2.00,-44.03,0.45,0.00,9.78,-0.11,0.00,0.00,-49.04,-1.00,2.45,0.00,-0.13,-0.33,0.00,
21448.00,2.00,-43.95,0.45,90.00,9.82,-0.11,0.00,39.00,-48.99,-1.00,2.15,0.00,-0.13,-0.33,0.00,
21469.00,2.00,-43.87,0.45,90.00,9.85,-0.11,0.00,39.00,-48.94,-1.00,1.92,0.00,-0.13,-0.32,0.00,
21490.00,2.00,-43.79,0.45,90.00,9.88,-0.11,0.00,40.00,-48.89,-1.00,1.78,0.00,-0.14,-0.32,0.00,
21511.00,2.00,-43.73,0.45,90.00,9.91,-0.11,0.00,40.00,-48.84,-1.00,1.71,0.00,-0.14,-0.33,0.00,
21532.00,2.00,-43.67,0.45,90.00,9.94,-0.11,0.00,39.00,-48.79,-1.00,1.66,0.00,-0.14,-0.33,0.00,
