21660.00,7.00,-35.75,0.45,0.00,-16.61,-0.11,0.00,5.21,0.80,0.00,-3.73,0.00,-0.33,0.00,-0.00,
21681.00,7.00,-35.96,0.45,0.00,-16.53,-0.11,0.00,10.05,0.80,0.00,-1.59,0.00,-0.32,0.00,-0.01,
21702.00,7.00,-36.20,0.45,0.00,-16.29,-0.11,0.00,13.37,0.80,0.00,0.03,0.00,-0.32,0.00,-0.01,
21723.00,7.00,-36.40,0.45,0.00,-16.04,-0.11,0.00,14.60,0.80,0.00,1.32,0.00,-0.32,0.00,-0.02,
21744.00,7.00,-36.62,0.45,0.00,-15.84,-0.11,0.00,13.91,0.40,0.00,2.09,0.00,-0.32,0.00,-0.02,
21765.00,7.00,-36.88,0.45,0.00,-15.64,-0.11,0.00,12.66,0.40,0.00,2.72,0.00,-0.32,0.00,-0.02,
21787.00,7.00,-37.06,0.45,0.00,-15.43,-0.11,0.00,13.34,0.40,0.00,3.16,0.00,-0.32,0.00,-0.03,
21808.00,7.00,-37.19,0.45,0.00,-15.25,-0.11,0.00,14.76,0.40,0.00,3.02,0.00,-0.32,0.00,-0.03,
21829.00,7.00,-37.31,0.45,0.00,-15.07,-0.11,0.00,12.93,0.40,0.00,2.79,0.00,-0.32,0.00,-0.03,
21850.00,7.00,-37.39,0.45,0.00,-14.91,-0.11,0.00,9.51,0.40,0.00,2.78,0.00,-0.32,0.00,-0.04,
21871.00,7.00,-37.43,0.45,0.00,-14.75,-0.11,0.00,10.00,0.40,0.00,2.66,0.00,-0.32,0.00,-0.04,
21892.00,7.00,-37.41,0.45,0.00,-14.54,-0.11,0.00,10.33,0.40,0.00,2.66,0.00,-0.32,0.00,-0.04,
21913.00,7.00,-37.37,0.45,0.00,-14.24,-0.11,0.00,8.50,0.40,0.00,2.44,0.00,-0.32,0.00,-0.04,
21934.00,7.00,-37.30,0.45,0.00,-13.92,-0.11,0.00,7.98,0.40,0.00,2.30,0.00,-0.32,0.00,-0.05,
21955.00,7.00,-37.23,0.45,0.00,-13.54,-0.11,0.00,8.47,0.40,0.00,2.21,0.00,-0.32,0.00,-0.05,
21976.00,7.00,-37.16,0.45,0.00,-13.10,-0.11,0.00,10.27,0.40,0.00,2.12,0.00,-0.32,0.00,-0.05,
21997.00,7.00,-37.05,0.45,0.00,-12.62,-0.11,0.00,11.91,0.40,0.00,2.18,0.00,-0.32,0.00,-0.05,
22018.00,7.00,-36.92,0.45,0.00,-12.13,-0.11,0.00,13.28,0.40,0.00,2.34,0.00,-0.32,0.00,-0.05,
