48189.00,54673.00,-0.05
57319.00,63652.00,-0.14
78417.00,83484.00,-0.16
84643.00,91263.00,-0.08
100483.00,105292.00,-0.19
112758.00,118974.00,-0.14
131964.00,136751.00,-0.16
137838.00,144269.00,-0.12
150158.00,156687.00,-0.29
157572.00,163389.00,-0.15
174886.00,179506.00,-0.04
180320.00,186791.00,-0.16
196776.00,202823.00,-0.35
203903.00,210129.00,-0.24
216993.00,223188.00,-0.30
223967.00,229951.00,-0.14
242425.00,247857.00,-0.13
248981.00,255578.00,-0.12
261477.00,267448.00,-0.16
277163.00,281981.00,-0.12
298041.00,304308.00,-0.15
314364.00,320005.00,-0.20
330006.00,335703.00,-0.22
351148.00,355896.00,0.02
368967.00,375479.00,-0.21
376931.00,382559.00,-0.23
