112894.00,116796.00,-0.16
122002.00,125859.00,-0.10
132210.00,136115.00,-0.12
137313.00,141172.00,-0.12
142263.00,146444.00,-0.13
147543.00,151598.00,-0.11
152405.00,156681.00,-0.11
158917.00,162611.00,-0.10
163669.00,167766.00,-0.14
168773.00,172848.00,-0.10
173811.00,177928.00,-0.12
178695.00,182910.00,-0.09
189562.00,193505.00,-0.19
194887.00,199202.00,-0.16
200518.00,204656.00,-0.11
205732.00,209845.00,-0.13
211496.00,215760.00,-0.13
216952.00,221163.00,-0.15
222232.00,226298.00,-0.10
227996.00,232144.00,-0.15
232924.00,237218.00,-0.08
245266.00,249260.00,-0.23
250194.00,254787.00,-0.16
255848.00,259807.00,-0.09
260600.00,264856.00,-0.09
265638.00,269782.00,-0.11
270852.00,275016.00,-0.11
275779.00,279909.00,-0.10
285416.00,290311.00,-0.27
291421.00,295483.00,-0.13
296636.00,300669.00,-0.12
301630.00,305684.00,-0.10
306821.00,311038.00,-0.11
312101.00,316262.00,-0.12
317095.00,321302.00,-0.10
326555.00,330661.00,-0.17
333221.00,337444.00,-0.16
338655.00,342888.00,-0.10
343803.00,347903.00,-0.11
357311.00,362587.00,-0.28
364109.00,368440.00,-0.14
369653.00,374140.00,-0.15
375659.00,379887.00,-0.13
381048.00,385478.00,-0.14
386702.00,390866.00,-0.16
391960.00,396277.00,-0.14
397306.00,401515.00,-0.14
402542.00,406717.00,-0.12
407910.00,412107.00,-0.15
419702.00,424846.00,-0.27
426192.00,430006.00,-0.09
432242.00,436306.00,-0.14
437544.00,441646.00,-0.11
443748.00,448649.00,-0.22
450238.00,454561.00,-0.15
455759.00,459940.00,-0.14
461414.00,465711.00,-0.14
467045.00,471254.00,-0.13
472414.00,476643.00,-0.12
488341.00,491986.00,-0.08
493291.00,497267.00,-0.15
498527.00,502745.00,-0.12
503829.00,507919.00,-0.12
509593.00,513769.00,-0.17
514939.00,518923.00,-0.09
519801.00,523879.00,-0.11
524773.00,528832.00,-0.10
